#Program: R2: Genomics analysis and visualization platform
#Website: https://r2.amc.nl
#Support: r2-support@amsterdamumc.nl
#Date: 2025-04-17 (07:07:24)
#Dataset: ps_avgpres_2010fwr144_gencode19
#Kaplan_modus: median
#Minimal presentcalls: 1
#Multiple_testing: fdr 0.05
#Result_set (passed/total): 1760/12534
#Subset: WITH_SURV (n=139)
#Subset_string: WITH_SURV:___________________-D___
#Survival: overall
#filter: manual gene selection (0)
#H:probeset	hugo	pvalue	express	sublist
ENSG00000041353.5	RAB27B	0.00147743397841727	3.574	low
ENSG00000103202.8	NME4	0.0014870241645933	173.91	high
ENSG00000120458.5	MSANTD2	0.00149177416028369	55.248	high
ENSG00000162378.8	ZYG11B	0.0014919955567696	40.584	low
ENSG00000151320.6	AKAP6	0.00149391023317536	29.333	low
ENSG00000182022.13	CHST15	0.00149553002142857	103.6	high
ENSG00000169252.4	ADRB2	0.00149608097470167	2.064	low
ENSG00000171135.10	JAGN1	0.00150726671037736	99.601	high
ENSG00000072062.9	PRKACA	0.00151547801451991	79.335	low
ENSG00000005022.5	SLC25A5	0.001517215632	371.409	high
ENSG00000162869.11	PPP1R21	0.00151734367887324	36.84	low
ENSG00000172270.14	BSG	0.00152011649158879	359.513	high
ENSG00000111540.11	RAB5B	0.00152065175944056	31.529	low
ENSG00000189339.7	SLC35E2B	0.00161206478232558	99.37	low
ENSG00000105676.9	ARMC6	0.0016189827549884	102.198	high
ENSG00000123131.8	PRDX4	0.00162805924861111	113.204	high
ENSG00000140854.8	KATNB1	0.00163903036489607	122.888	high
ENSG00000177311.6	ZBTB38	0.00165654138110599	15.166	low
ENSG00000048342.11	CC2D2A	0.00166695588027523	21.591	high
ENSG00000178921.9	PFAS	0.00167003880413793	107.645	high
ENSG00000011021.17	CLCN6	0.00170431710343249	68.313	low
ENSG00000187260.11	WDR86	0.00172331625753425	14.805	low
ENSG00000166579.11	NDEL1	0.0018415072715262	19.384	low
ENSG00000147274.10	RBMX	0.00184606164409091	254.673	high
ENSG00000182534.9	MXRA7	0.00185373312517007	108.155	low
ENSG00000127980.11	PEX1	0.00186301179095023	32.535	low
ENSG00000053524.7	MCF2L2	0.00186588915405405	4.172	low
ENSG00000126351.8	THRA	0.00186655592370203	97.159	low
ENSG00000103194.11	USP10	0.00189141721617978	101.525	high
ENSG00000204843.8	DCTN1	0.00191321111838565	81.17	low
ENSG00000184162.10	NR2C2AP	0.001916742365625	27.097	high
ENSG00000198932.8	GPRASP1	0.0019177636885906	98.174	low
ENSG00000076248.6	UNG	0.00192164364988864	129.778	high
ENSG00000125931.6	CITED1	0.00194475594266667	9.921	high
ENSG00000159713.6	TPPP3	0.00194778637300885	12.136	low
ENSG00000103034.10	NDRG4	0.00194809764478936	124.314	low
ENSG00000132467.2	UTP3	0.00198151772907489	56.49	high
ENSG00000144381.12	HSPD1	0.00198210130463576	470.514	high
ENSG00000197982.12	C1ORF122	0.00201085854461538	25.206	low
ENSG00000140848.12	CPNE2	0.00201718512763158	65.104	low
ENSG00000179761.7	PIPOX	0.0020180617654267	4.04	low
ENSG00000104472.5	CHRAC1	0.00204408193886463	27.423	high
ENSG00000115306.11	SPTBN1	0.00205645610478261	95.962	low
ENSG00000109079.5	TNFAIP1	0.00205878186405229	65.788	low
ENSG00000112578.5	BYSL	0.00206293090779221	67.001	high
ENSG00000129355.6	CDKN2D	0.00206514099175705	71.225	low
ENSG00000156298.8	TSPAN7	0.00207042500818966	84.164	low
ENSG00000178922.12	HYI	0.00207198931360691	15.737	low
ENSG00000085415.11	SEH1L	0.00207406971483871	30.066	high
ENSG00000243335.4	KCTD7	0.00210093509356223	39.334	low
ENSG00000258405.5	ZNF578	0.00210542750235546	5.167	high
ENSG00000223797.1	ENTPD3-AS1	0.0021486596974359	2.739	low
ENSG00000173786.12	CNP	0.00215483461276596	75.288	low
ENSG00000152455.11	SUV39H2	0.00215566704203822	36.724	high
ENSG00000181924.6	COA4	0.00215873963923241	72.051	high
ENSG00000125827.4	TMX4	0.00220615660805085	156.314	low
ENSG00000163683.7	SMIM14	0.00224686656913319	19.183	low
ENSG00000198353.6	HOXC4	0.00226847947594937	3.247	low
ENSG00000108669.12	CYTH1	0.00227492363319328	115.612	low
ENSG00000178381.7	ZFAND2A	0.00227550679957895	25.419	low
ENSG00000092621.7	PHGDH	0.00227570141886792	79.317	high
ENSG00000136546.9	SCN7A	0.0022770361125	2.727	low
ENSG00000002822.11	MAD1L1	0.00227785170563674	21.81	low
ENSG00000142687.13	KIAA0319L	0.00228202447405858	31.286	low
ENSG00000178028.9	DMAP1	0.0022884842993763	65.133	low
ENSG00000120158.7	RCL1	0.0022918845414433	21.622	high
ENSG00000133056.9	PIK3C2B	0.00229465880621118	22.31	low
ENSG00000264589.1	MAPT-AS1	0.00229625728636364	4.258	low
ENSG00000151743.6	AMN1	0.00229682689543568	14.263	low
ENSG00000109654.10	TRIM2	0.00230265537043121	90.648	low
ENSG00000169813.12	HNRNPF	0.0023063462654321	215.872	high
ENSG00000041988.11	THAP3	0.00232750228343558	21.917	low
ENSG00000100364.14	KIAA0930	0.00232840025265306	52.047	low
ENSG00000145050.11	MANF	0.00232887627418033	104.886	high
ENSG00000071539.9	TRIP13	0.0023543972597561	53.638	high
ENSG00000107742.8	SPOCK2	0.00235458975885947	32.461	low
ENSG00000137996.8	RTCA	0.00237296840567951	45.363	low
ENSG00000168610.10	STAT3	0.0023730135048583	64.399	low
ENSG00000096746.13	HNRNPH3	0.00238816758909091	260.777	high
ENSG00000133316.11	WDR74	0.00242523734822134	38.246	high
ENSG00000090238.7	YPEL3	0.00242538619880952	119.524	low
ENSG00000172765.12	TMCC1	0.0024257012970297	28.132	low
ENSG00000162852.9	CNST	0.0024259832748	49.966	low
ENSG00000141401.7	IMPA2	0.00242679466935484	15.049	high
ENSG00000075914.8	EXOSC7	0.00242832407228916	32.492	high
ENSG00000166046.6	TCP11L2	0.00242938822186879	5.089	low
ENSG00000103222.14	ABCC1	0.00242948766519115	78.143	high
ENSG00000187688.10	TRPV2	0.00243077714549098	15.874	low
ENSG00000160256.8	FAM207A	0.00243242244501992	62.963	high
ENSG00000055163.14	CYFIP2	0.00243411280718563	128.809	low
ENSG00000198399.10	ITSN2	0.00243735372899408	17.762	low
ENSG00000164338.5	UTP15	0.00246693546496063	11.463	high
ENSG00000104435.9	STMN2	0.00253526621611002	3310.992	low
ENSG00000109084.9	TMEM97	0.00254865372941177	144.373	high
ENSG00000214113.6	LYRM4	0.00255090111111111	17.675	high
ENSG00000138796.11	HADH	0.00255289672265625	68.09	high
ENSG00000177169.5	ULK1	0.00255337938551859	121.108	low
ENSG00000157764.8	BRAF	0.0025684255	24.021	low
ENSG00000119333.7	WDR34	0.00256944566213592	127.742	high
ENSG00000177427.8	MIEF2	0.00257220114396887	18.846	low
ENSG00000100714.11	MTHFD1	0.00257250046421663	54.044	high
ENSG00000066136.15	NFYC	0.00257876161389961	22.28	low
ENSG00000149554.8	CHEK1	0.00262202102890173	24.501	high
ENSG00000203879.7	GDI1	0.00262358313461538	507.934	low
ENSG00000143740.10	SNAP47	0.00262838701727447	31.271	low
ENSG00000107771.11	CCSER2	0.00270835248275862	43.761	low
ENSG00000159409.10	CELF3	0.00271951851625239	264.099	low
ENSG00000117000.8	RLF	0.00272360949618321	19.99	low
ENSG00000120656.7	TAF12	0.00273560507224335	20.45	low
ENSG00000170873.14	MTSS1	0.00273611251428571	56.751	low
ENSG00000066185.8	ZMYND12	0.00277127453510436	1.923	low
ENSG00000054793.9	ATP9A	0.00278041152272727	231.937	low
ENSG00000158079.10	PTPDC1	0.00278231150943396	14.682	high
ENSG00000176749.4	CDK5R1	0.00278662332703214	182.802	low
ENSG00000162426.10	SLC45A1	0.00281736466666667	10.437	low
ENSG00000092871.12	RFFL	0.00286981479699248	10.218	low
ENSG00000048471.9	SNX29	0.00287500385393258	21.922	low
ENSG00000116809.7	ZBTB17	0.00287990402251407	39.47	low
ENSG00000116497.13	S100PBP	0.00288488166728972	35.912	low
ENSG00000100814.13	CCNB1IP1	0.00289762227985075	165.917	high
ENSG00000167635.7	ZNF146	0.0029429458547486	188.09	high
ENSG00000112877.6	CEP72	0.00296608489962825	29.97	high
ENSG00000076513.12	ANKRD13A	0.00304173902782931	42.694	low
ENSG00000119912.11	IDE	0.00306047784444444	22.534	high
ENSG00000135932.6	CAB39	0.00312385668265683	99.119	low
ENSG00000103550.9	KNOP1	0.00312418638077634	20.875	high
ENSG00000076641.4	PAG1	0.00320011717127072	19.836	low
ENSG00000067798.9	NAV3	0.00322612257352941	2.981	low
ENSG00000126107.10	HECTD3	0.0032268035559633	25.207	low
ENSG00000060688.8	SNRNP40	0.00324440064835165	27.466	low
ENSG00000139719.5	VPS33A	0.00325993987568556	16.954	low
ENSG00000099864.13	PALM	0.00329865656830601	113.611	low
ENSG00000197429.6	IPP	0.00330110794160584	7.889	low
ENSG00000129534.9	MIS18BP1	0.00330206068965517	30.181	high
ENSG00000123095.5	BHLHE41	0.00330776817818182	2.935	low
ENSG00000136933.12	RABEPK	0.0033357242826087	40.416	high
ENSG00000146005.3	PSD2	0.00334274753707052	38.871	low
ENSG00000119242.4	CCDC92	0.00335834276534296	34.897	low
ENSG00000115514.7	TXNDC9	0.00336825843243243	31.302	high
ENSG00000231154.1	MORF4L2-AS1	0.00340352203597122	15.904	high
ENSG00000068724.11	TTC7A	0.00343082808258528	16.396	low
ENSG00000135525.14	MAP7	0.00343141835483871	57.332	low
ENSG00000198910.8	L1CAM	0.00343956279069767	506.812	low
ENSG00000104432.8	IL7	0.0034917579144385	7.607	low
ENSG00000125841.8	NRSN2	0.00349221326690391	112.043	low
ENSG00000116786.7	PLEKHM2	0.00349539686785714	72.974	low
ENSG00000163374.15	YY1AP1	0.00350451085257549	61.798	low
ENSG00000140993.6	TIGD7	0.00351377934159292	5.21	high
ENSG00000120658.8	ENOX1	0.0035172315212766	22.75	low
ENSG00000072274.8	TFRC	0.00355614117460317	142.709	high
ENSG00000214694.6	ARHGEF33	0.00355819958450704	2.508	low
ENSG00000126106.9	TMEM53	0.00356130810896309	3.211	low
ENSG00000165501.12	LRR1	0.00356211408127208	15.794	high
ENSG00000182674.5	KCNB2	0.00356764013612565	5.148	low
ENSG00000143179.8	UCK2	0.00357144235789474	71.375	high
ENSG00000188554.9	NBR1	0.0035718393986014	94.198	low
ENSG00000058799.9	YIPF1	0.00357352900875657	31.832	low
ENSG00000101460.8	MAP1LC3A	0.00357875025649913	155.928	low
ENSG00000137218.6	FRS3	0.00358491984375	54.362	low
ENSG00000161203.9	AP2M1	0.00358561772869565	284.472	low
ENSG00000116254.13	CHD5	0.00359127487108014	143.63	low
ENSG00000129173.8	E2F8	0.00360105289619377	11.057	high
ENSG00000173801.12	JUP	0.0036783718134715	90.721	low
ENSG00000188825.9	LINC00910	0.00367873978657487	2.152	low
ENSG00000168913.6	ENHO	0.00368130063103448	41.89	low
ENSG00000085978.17	ATG16L1	0.00368385458762887	33.288	low
ENSG00000083290.15	ULK2	0.00369269269296741	49.734	low
ENSG00000167775.6	CD320	0.00369930832820513	94.161	high
ENSG00000173145.7	NOC3L	0.00370218732534247	21.999	high
ENSG00000040487.8	PQLC2	0.00373091835153584	12.968	low
ENSG00000205710.3	C17ORF107	0.00374296841908007	2.388	low
ENSG00000134202.6	GSTM3	0.00375120451020408	32.653	low
ENSG00000111653.15	ING4	0.00375204970797963	89.696	low
ENSG00000184990.8	SIVA1	0.00375242467118644	56.153	high
ENSG00000106211.8	HSPB1	0.00375267537268128	196.525	low
ENSG00000166603.3	MC4R	0.00375778635810811	6.907	low
ENSG00000187595.10	ZNF385C	0.00376242685279188	2.195	low
ENSG00000154429.6	CCSAP	0.00380522955555556	44.214	low
ENSG00000108352.7	RAPGEFL1	0.0038181934487395	13.027	low
ENSG00000111674.4	ENO2	0.0038221760033557	522.857	low
ENSG00000149600.7	COMMD7	0.00383443823115578	64.218	low
ENSG00000135624.11	CCT7	0.00384797991973244	393.89	high
ENSG00000181234.8	TMEM132C	0.00389028994657763	4.963	low
ENSG00000184277.8	TM2D3	0.0038945227	34.097	low
ENSG00000072778.15	ACADVL	0.00392614016611296	156.078	low
ENSG00000171467.11	ZNF318	0.00392956541430948	26.069	low
ENSG00000141627.9	DYM	0.00393232944278607	79.969	high
ENSG00000041357.11	PSMA4	0.0039364839768595	118.632	high
ENSG00000159063.8	ALG8	0.00393978482781457	60.776	high
ENSG00000162441.7	LZIC	0.00394839523152709	33.893	low
ENSG00000142632.12	ARHGEF19	0.00395076627631579	6.003	low
ENSG00000105325.9	FZR1	0.00395218116831683	92.98	low
ENSG00000183765.16	CHEK2	0.00395339292257002	25.562	high
ENSG00000084676.11	NCOA1	0.00396540829180328	37.538	low
ENSG00000146826.10	C7ORF43	0.00396796489689034	37.807	low
ENSG00000180008.8	SOCS4	0.00400211439215686	33.396	high
ENSG00000072134.11	EPN2	0.00405111966068515	30.316	low
ENSG00000126705.9	AHDC1	0.00405501437785016	40.278	low
ENSG00000077157.16	PPP1R12B	0.00406346165853659	14.216	low
ENSG00000141027.16	NCOR1	0.00406500409090909	38.131	low
ENSG00000119777.14	TMEM214	0.00412065915072934	40.387	low
ENSG00000176597.7	B3GNT5	0.00413342566720517	9.059	high
ENSG00000142731.6	PLK4	0.00413897829126214	24.453	high
ENSG00000126767.13	ELK1	0.00417254838387097	58.406	high
ENSG00000061936.5	SFSWAP	0.00417676880193237	54.625	low
ENSG00000106123.7	EPHB6	0.00421658268810289	20.072	low
ENSG00000135164.14	DMTF1	0.00422023602568218	52.592	low
ENSG00000112029.5	FBXO5	0.00425792433653846	28.142	high
ENSG00000147570.5	DNAJC5B	0.00426726637380192	1.097	low
ENSG00000085433.11	WDR47	0.0042674559936	60.409	low
ENSG00000137216.14	TMEM63B	0.00428066037898089	95.754	low
ENSG00000198728.6	LDB1	0.00428604827751196	159.522	low
ENSG00000180071.14	ANKRD18A	0.00430648344761905	5.596	high
ENSG00000102900.8	NUP93	0.0043129513926868	41.997	high
ENSG00000042832.7	TG	0.00434016069413629	1.774	low
ENSG00000126602.6	TRAP1	0.00434971381990521	130.83	high
ENSG00000142751.10	GPN2	0.00435625912974684	39.736	low
ENSG00000111269.2	CREBL2	0.0043587768375	62.721	low
ENSG00000120616.11	EPC1	0.00436218507042254	20.375	low
ENSG00000171603.12	CLSTN1	0.00436521637676609	318.827	low
ENSG00000100439.6	ABHD4	0.00436713028391167	13.493	low
ENSG00000166313.14	APBB1	0.00436720089448819	117.605	low
ENSG00000173064.6	HECTD4	0.00436743104388715	45.245	low
ENSG00000100417.7	PMM1	0.00436920262264151	25.09	low
ENSG00000019144.12	PHLDB1	0.00437323187831513	44.181	low
ENSG00000233058.1	LINC00884	0.00438182392523364	18.58	low
ENSG00000239779.2	WBP1	0.00439311826749611	30.439	low
ENSG00000155254.8	MARVELD1	0.00439598909627329	94.604	high
ENSG00000026508.12	CD44	0.00441787549767442	191.087	low
ENSG00000198001.9	IRAK4	0.00443676436532508	9.689	low
ENSG00000179271.1	GADD45GIP1	0.00444840765069552	328.735	high
ENSG00000167103.7	PIP5KL1	0.00450653220923077	21.12	low
ENSG00000070182.13	SPTB	0.00451270350693374	10.38	low
ENSG00000167703.10	SLC43A2	0.00451759789814815	17.56	low
ENSG00000154975.9	CA10	0.00452011687155963	5.711	low
ENSG00000126457.16	PRMT1	0.00452230955760369	211.505	high
ENSG00000078369.13	GNB1	0.0045243133323124	455.442	low
ENSG00000152932.6	RAB3C	0.00452450486503068	46.892	low
ENSG00000140403.8	DNAJA4	0.00452626432317073	19.282	low
ENSG00000160058.14	BSDC1	0.00452911784427481	106.494	low
ENSG00000163584.13	RPL22L1	0.00453213796347032	112.455	high
ENSG00000139668.7	WDFY2	0.00455506292932331	17.632	low
ENSG00000121988.13	ZRANB3	0.00455733206051437	10.568	high
ENSG00000135144.3	DTX1	0.00455783880542986	50.723	low
ENSG00000020129.11	NCDN	0.00455830529003021	64.957	low
ENSG00000095321.12	CRAT	0.00455857781818182	65.679	low
ENSG00000116141.11	MARK1	0.00456060160843373	36.389	low
ENSG00000144120.8	TMEM177	0.00456060716540212	23.378	high
ENSG00000148459.11	PDSS1	0.00456647145592705	26.015	high
ENSG00000068654.11	POLR1A	0.00458898722522522	57.751	high
ENSG00000181585.3	TMIE	0.00459687738530735	14.378	low
ENSG00000087074.7	PPP1R15A	0.00462326347005988	49.601	low
ENSG00000132128.12	LRRC41	0.00465852620627803	53	low
ENSG00000173991.5	TCAP	0.00469201230402384	15.114	low
ENSG00000236778.3	INTS6-AS1	0.00469862245074627	2.29	low
ENSG00000198198.9	SZT2	0.00471555076444444	14.892	low
ENSG00000126524.5	SBDS	0.00472215660534125	117.251	low
ENSG00000159592.6	GPBP1L1	0.0047263625	25.987	low
ENSG00000151150.16	ANK3	0.00472673342942051	8.422	low
ENSG00000131089.9	ARHGEF9	0.00473279409720177	32.678	low
ENSG00000112984.7	KIF20A	0.00473722345132743	56.912	high
ENSG00000203965.8	EFCAB7	0.00474251753618907	9.478	low
ENSG00000115484.10	CCT4	0.00474430332352941	369.117	high
ENSG00000125945.10	ZNF436	0.00474866164792899	32.241	low
ENSG00000160214.8	RRP1	0.00478023937444934	67.26	high
ENSG00000163673.6	DCLK3	0.00478086766032211	9.221	low
ENSG00000105982.12	RNF32	0.00478241733333333	2.39	low
ENSG00000180884.9	ZNF792	0.00478449612316716	10.02	high
ENSG00000186193.7	SAPCD2	0.00479084245839416	63.839	high
ENSG00000176723.5	ZNF843	0.00480373772011662	2.943	low
ENSG00000108106.9	UBE2S	0.00482004365938865	378.557	high
ENSG00000150995.13	ITPR1	0.00484177222478386	25.162	high
ENSG00000243284.1	VSIG8	0.00484819110564399	1.685	low
ENSG00000143126.7	CELSR2	0.00484868656277056	63.194	low
ENSG00000198961.5	PJA2	0.00485071249565217	210.843	low
ENSG00000144283.17	PKP4	0.00485294020231214	32.256	high
ENSG00000244968.2	LIFR-AS1	0.00485643311337209	5.291	low
ENSG00000122971.4	ACADS	0.00485740707692308	24.109	low
ENSG00000160094.10	ZNF362	0.00488107456034483	52.867	low
ENSG00000174282.7	ZBTB4	0.00488138884316547	46.786	low
ENSG00000164330.12	EBF1	0.00488197504297994	49.172	low
ENSG00000114902.9	SPCS1	0.0048865336527977	138.071	high
ENSG00000163807.4	KIAA1143	0.00494748718454936	71.379	high
ENSG00000155265.6	GOLGA7B	0.00498779786571429	35.146	low
ENSG00000102796.6	DHRS12	0.00500828958915835	18.786	low
ENSG00000132821.7	VSTM2L	0.0050737881965812	52.324	low
ENSG00000175938.6	ORAI3	0.00517887763869132	3.954	low
ENSG00000176788.7	BASP1	0.00518352115909091	615.088	low
ENSG00000159445.8	THEM4	0.00518560914893617	22.735	low
ENSG00000168917.8	SLC35G2	0.00523553701699717	40.756	high
ENSG00000070366.9	SMG6	0.00523848513437058	40.76	low
ENSG00000138768.10	USO1	0.00525471597461213	80.546	high
ENSG00000065526.6	SPEN	0.00525686227966102	46.801	low
ENSG00000140650.7	PMM2	0.00525797769295775	7.895	high
ENSG00000008056.8	SYN1	0.0052613536371308	84.258	low
ENSG00000102882.7	MAPK3	0.00526436801966292	86.959	low
ENSG00000130714.11	POMT1	0.00527119470670391	57.395	low
ENSG00000112118.13	MCM3	0.00527755129411765	166.758	high
ENSG00000187391.13	MAGI2	0.00527765544335664	27.655	low
ENSG00000128655.12	PDE11A	0.00527858950350631	2.544	low
ENSG00000108551.4	RASD1	0.00528092207531381	6.267	low
ENSG00000109534.12	GAR1	0.00531312419498607	35.439	high
ENSG00000177614.5	PGBD5	0.00533906561891516	51.697	low
ENSG00000141505.7	ASGR1	0.00537028878224688	14.319	low
ENSG00000143878.8	RHOB	0.00537579778333333	318.34	low
ENSG00000107672.10	NSMCE4A	0.0053800686437414	64.394	high
ENSG00000170381.8	SEMA3E	0.00538578200275862	3.3	low
ENSG00000011347.5	SYT7	0.0053870130661157	54.962	low
ENSG00000142686.7	C1ORF216	0.00539081453867403	70.197	low
ENSG00000095319.10	NUP188	0.00539755993360996	95.856	high
ENSG00000179598.5	PLD6	0.0053990291800554	56.554	high
ENSG00000029725.12	RABEP1	0.00540124274897119	73.069	low
ENSG00000138640.10	FAM13A	0.00540694033516483	10.313	high
ENSG00000109956.8	B3GAT1	0.00543970449041096	13.141	low
ENSG00000116574.4	RHOU	0.00545942289192886	93.05	low
ENSG00000077264.10	PAK3	0.00547377930327869	35.94	low
ENSG00000184178.11	SCFD2	0.005478469473397	39.574	high
ENSG00000108604.11	SMARCD2	0.00550428731607629	124.948	high
ENSG00000170396.6	ZNF804A	0.00554687856680162	30.517	low
ENSG00000215784.4	FAM72D	0.00554890554138399	7.562	high
ENSG00000056661.9	PCGF2	0.00554946237567568	74.522	low
ENSG00000198909.3	MAP3K3	0.00554987856910569	78.706	low
ENSG00000184220.6	CMSS1	0.00555154435453315	48.376	high
ENSG00000125485.13	DDX31	0.00555186377445652	17.119	high
ENSG00000197771.8	MCMBP	0.00555878636734694	83.263	high
ENSG00000162520.10	SYNC	0.00557055217520216	2.691	low
ENSG00000175063.12	UBE2C	0.00569851646567968	320.271	high
ENSG00000171451.13	DSEL	0.00571801416935484	8.662	low
ENSG00000158793.9	NIT1	0.0057356256966443	26.747	low
ENSG00000126787.8	DLGAP5	0.00575384527077748	26.664	high
ENSG00000136261.10	BZW2	0.00576634472289157	107.697	high
ENSG00000110076.14	NRXN2	0.00578304368491322	108.671	low
ENSG00000006652.9	IFRD1	0.00578546315775401	37.934	low
ENSG00000176101.7	SSNA1	0.005795571192	184.15	high
ENSG00000141068.9	KSR1	0.00580476076697736	16.712	low
ENSG00000137817.12	PARP6	0.00581957620212766	66.801	low
ENSG00000167315.13	ACAA2	0.00583887984063745	56.572	high
ENSG00000149599.11	DUSP15	0.00586933640848806	7.265	low
ENSG00000158773.10	USF1	0.00587239396306069	84.98	low
ENSG00000137700.12	SLC37A4	0.00587557776984127	35.369	high
ENSG00000153107.7	ANAPC1	0.00587955828874172	12.742	high
ENSG00000171798.13	KNDC1	0.00587977059709379	26.221	low
ENSG00000122584.8	NXPH1	0.00590584245059289	176.978	low
ENSG00000163938.12	GNL3	0.00592633907368421	173.266	high
ENSG00000204394.8	VARS	0.00598986296479791	178.646	high
ENSG00000157077.10	ZFYVE9	0.00599317904073587	25.421	low
ENSG00000146966.8	DENND2A	0.00599355917232376	32.168	low
ENSG00000115539.9	PDCL3	0.00599408119685039	84.863	high
ENSG00000162517.8	PEF1	0.00599453745216252	60.303	low
ENSG00000123975.4	CKS2	0.00599972269019608	324.365	high
ENSG00000180881.15	CAPS2	0.00600724761518324	6.858	low
ENSG00000110801.9	PSMD9	0.006030453390625	4.957	low
ENSG00000171161.8	ZNF672	0.00606466310013004	39.59	low
ENSG00000104341.12	LAPTM4B	0.00613309781298701	316.146	high
ENSG00000231595.1	AC005224.2	0.00613357459585492	2.64	low
ENSG00000166788.5	SAAL1	0.00613843326520052	44.211	high
ENSG00000006468.9	ETV1	0.0061407333618677	24.333	high
ENSG00000182175.9	RGMA	0.00614594581935484	7.251	low
ENSG00000174574.11	AKIRIN1	0.00615033862548263	63.451	low
ENSG00000142669.9	SH3BGRL3	0.00615052079691517	63.119	low
ENSG00000121851.8	POLR3GL	0.00615357863565891	51.915	low
ENSG00000198853.7	RUSC2	0.00615530849226804	62.653	low
ENSG00000136280.11	CCM2	0.00616082302182285	21.206	low
ENSG00000102781.9	KATNAL1	0.00617291485933504	27.772	low
ENSG00000172922.4	RNASEH2C	0.00617330031538462	55.434	high
ENSG00000138078.11	PREPL	0.00618043355185659	77.646	low
ENSG00000059573.4	ALDH18A1	0.00619853522605364	122.102	high
ENSG00000184779.8	RPS17	0.00621225967346939	4.754	high
ENSG00000134769.17	DTNA	0.00624405559490446	15.912	low
ENSG00000130193.7	THEM6	0.00625362511139241	100.909	high
ENSG00000120129.5	DUSP1	0.00625375113307985	73.497	low
ENSG00000145220.9	LYAR	0.00625934917005076	30.21	high
ENSG00000128059.4	PPAT	0.00626370325540025	29.167	high
ENSG00000224165.1	DNAJC27-AS1	0.00626902521374046	4.905	low
ENSG00000169288.13	MRPL1	0.00628042136283186	56.798	high
ENSG00000142409.4	ZNF787	0.00630404809848485	49.29	high
ENSG00000116688.12	MFN2	0.00632482373047859	130.083	low
ENSG00000117614.5	SYF2	0.00632786813871374	45.688	low
ENSG00000182986.8	ZNF320	0.00634390673207547	60.318	high
ENSG00000163545.7	NUAK2	0.00636149313316583	3.355	low
ENSG00000108306.7	FBXL20	0.00637092054203262	17.77	low
ENSG00000163932.9	PRKCD	0.00642782158646617	25.27	low
ENSG00000198746.8	GPATCH3	0.00643158914643304	15.462	low
ENSG00000150672.12	DLG2	0.00644670094382022	5.432	low
ENSG00000181045.10	SLC26A11	0.0064472545875	38.5	low
ENSG00000108523.11	RNF167	0.00659987681693649	135.802	low
ENSG00000154001.9	PPP2R5E	0.00660147963591022	48.302	high
ENSG00000180481.6	GLIPR1L2	0.00663637885074627	1.816	low
ENSG00000168152.8	THAP9	0.00667391234944238	7.686	high
ENSG00000154957.9	ZNF18	0.00667430834739454	10.504	low
ENSG00000114446.4	IFT57	0.00668205445714286	65.158	high
ENSG00000198918.7	RPL39	0.0066983526460396	446.623	high
ENSG00000244405.3	ETV5	0.00670804496662546	51.354	high
ENSG00000100321.10	SYNGR1	0.00677518406666667	92.702	low
ENSG00000107863.12	ARHGAP21	0.00679237706041924	82.82	low
ENSG00000204519.6	ZNF551	0.00679896950985222	34.176	high
ENSG00000205356.5	TECPR1	0.00684205684417178	43.684	low
ENSG00000133226.12	SRRM1	0.00684636988929889	45.892	low
ENSG00000204406.7	MBD5	0.0068482604004914	12.282	low
ENSG00000107282.5	APBA1	0.00689009474908201	59.422	low
ENSG00000173065.9	FAM222B	0.00689465000977995	21.352	low
ENSG00000100526.15	CDKN3	0.00689798552205882	34.699	high
ENSG00000109472.9	CPE	0.00690986105494506	257.653	low
ENSG00000177981.6	ASB8	0.00691308184390244	51.423	low
ENSG00000152954.7	NRSN1	0.00697070109842041	56.483	low
ENSG00000198858.5	R3HDM4	0.00697663482481752	69.186	low
ENSG00000163389.6	POGLUT1	0.00697989605846529	26.892	high
ENSG00000117593.8	DARS2	0.00707675116019417	54.636	high
ENSG00000116954.7	RRAGC	0.0070808744	15.919	low
ENSG00000171368.10	TPPP	0.00711972170702179	27.369	low
ENSG00000154222.10	CC2D1B	0.00712140352599758	33.519	low
ENSG00000160949.12	TONSL	0.00718609944927536	74.253	high
ENSG00000230510.2	PPP5D1	0.00718837751507841	1.69	low
ENSG00000153485.5	TMEM251	0.00722252873493976	32.733	high
ENSG00000142599.13	RERE	0.00723777413718412	82.421	low
ENSG00000133706.13	LARS	0.00726970493509615	114.34	high
ENSG00000165102.10	HGSNAT	0.0072715256182473	80.582	low
ENSG00000184545.6	DUSP8	0.00729827467625899	128.87	low
ENSG00000134030.9	CTIF	0.00730232341077844	139.652	low
ENSG00000196793.9	ZNF239	0.00730549287559809	40.719	high
ENSG00000159200.13	RCAN1	0.00733575823305589	19.166	low
ENSG00000230487.3	PSMG3-AS1	0.00733852971326165	17.447	low
ENSG00000156453.9	PCDH1	0.00734279023571429	72.16	low
ENSG00000168904.10	LRRC28	0.00734961491299166	11.787	low
ENSG00000126814.6	TRMT5	0.00735081707398568	18.874	high
ENSG00000213390.6	ARHGAP19	0.00738533945130641	27.285	high
ENSG00000151012.9	SLC7A11	0.00738645123843416	6.482	high
ENSG00000159363.13	ATP13A2	0.00742180613033175	98.255	low
ENSG00000188211.4	NCR3LG1	0.00742984370414201	28.348	high
ENSG00000111897.6	SERINC1	0.00744307736879433	484.362	low
